attribute_filterable,attribute_repeated,attribute_selectable,attribute_sortable,attribute_field_description,attribute_category,attribute_data_type,attribute_name,attribute_type_url
False,True,True,False,Output only. Summary of history stats by last N days.,ATTRIBUTE,MESSAGE,offline_conversion_upload_client_summary.daily_summaries,google.ads.googleads.v15.resources.OfflineConversionSummary
False,True,True,False,Output only. Summary of history stats by last N jobs.,ATTRIBUTE,MESSAGE,offline_conversion_upload_client_summary.job_summaries,google.ads.googleads.v15.resources.OfflineConversionSummary
False,False,True,False,Output only. The use broad match keyword recommendation.,ATTRIBUTE,MESSAGE,recommendation.use_broad_match_keyword_recommendation,google.ads.googleads.v15.resources.Recommendation.UseBroadMatchKeywordRecommendation
True,False,True,True,"Output only. Date for the latest upload batch. The format is ""yyyy-mm-dd hh:mm:ss"", and it's in the time zone of the Google Ads account.",ATTRIBUTE,DATE,offline_conversion_upload_client_summary.last_upload_date_time,N/A
True,False,True,False,Output only. The resource name of the offline conversion upload client summary. Offline conversion upload client summary resource names have the form: customers/{customer_id}/offlineConversionUploadClientSummaries/{client},ATTRIBUTE,RESOURCE_NAME,offline_conversion_upload_client_summary.resource_name,N/A
True,False,True,True,Output only. Overall status for offline conversion client summary. Status is generated from most recent calendar day with upload stats,ATTRIBUTE,ENUM,offline_conversion_upload_client_summary.status,google.ads.googleads.v15.enums.OfflineConversionDiagnosticStatusEnum.OfflineConversionDiagnosticStatus
True,False,True,True,Output only. Successful rate.,ATTRIBUTE,DOUBLE,offline_conversion_upload_client_summary.success_rate,N/A
True,False,True,True,Output only. Total count of successful uploaded events.,ATTRIBUTE,INT64,offline_conversion_upload_client_summary.successful_event_count,N/A
True,False,True,True,Output only. Total count of uploaded events.,ATTRIBUTE,INT64,offline_conversion_upload_client_summary.total_event_count,N/A
True,False,True,True,Output only. The ID of the operating system version.,ATTRIBUTE,INT64,operating_system_version_constant.id,N/A
True,False,True,True,Output only. Name of the operating system.,ATTRIBUTE,STRING,operating_system_version_constant.name,N/A
True,False,True,True,Output only. Determines whether this constant represents a single version or a range of versions.,ATTRIBUTE,ENUM,operating_system_version_constant.operator_type,google.ads.googleads.v15.enums.OperatingSystemVersionOperatorTypeEnum.OperatingSystemVersionOperatorType
True,False,True,True,Output only. The OS Major Version number.,ATTRIBUTE,INT32,operating_system_version_constant.os_major_version,N/A
True,False,True,True,Output only. The OS Minor Version number.,ATTRIBUTE,INT32,operating_system_version_constant.os_minor_version,N/A
True,False,True,False,Output only. The resource name of the operating system version constant. Operating system version constant resource names have the form: operatingSystemVersionConstants/{criterion_id},ATTRIBUTE,RESOURCE_NAME,operating_system_version_constant.resource_name,N/A
True,False,True,True,Output only. The ID of the mobile app category constant.,ATTRIBUTE,INT32,mobile_app_category_constant.id,N/A
True,False,True,True,Output only. Mobile app category name.,ATTRIBUTE,STRING,mobile_app_category_constant.name,N/A
True,False,True,False,Output only. The resource name of the mobile app category constant. Mobile app category constant resource names have the form: mobileAppCategoryConstants/{mobile_app_category_id},ATTRIBUTE,RESOURCE_NAME,mobile_app_category_constant.resource_name,N/A
True,False,True,False,The resource name of remarketing list to update data. Required for job of CUSTOMER_MATCH_USER_LIST type.,ATTRIBUTE,RESOURCE_NAME,offline_user_data_job.customer_match_user_list_metadata.user_list,N/A
True,False,True,True,Immutable. User specified job ID.,ATTRIBUTE,INT64,offline_user_data_job.external_id,N/A
True,False,True,True,"Output only. Reason for the processing failure, if status is FAILED.",ATTRIBUTE,ENUM,offline_user_data_job.failure_reason,google.ads.googleads.v15.enums.OfflineUserDataJobFailureReasonEnum.OfflineUserDataJobFailureReason
True,False,True,True,Output only. ID of this offline user data job.,ATTRIBUTE,INT64,offline_user_data_job.id,N/A
True,False,True,True,"Output only. Match rate of the Customer Match user list upload. Describes the estimated match rate when the status of the job is ""RUNNING"" and final match rate when the final match rate is available after the status of the job is ""SUCCESS/FAILED"".",ATTRIBUTE,ENUM,offline_user_data_job.operation_metadata.match_rate_range,google.ads.googleads.v15.enums.OfflineUserDataJobMatchRateRangeEnum.OfflineUserDataJobMatchRateRange
True,False,True,False,Immutable. The resource name of the offline user data job. Offline user data job resource names have the form: customers/{customer_id}/offlineUserDataJobs/{offline_user_data_job_id},ATTRIBUTE,RESOURCE_NAME,offline_user_data_job.resource_name,N/A
True,False,True,True,Output only. Status of the job.,ATTRIBUTE,ENUM,offline_user_data_job.status,google.ads.googleads.v15.enums.OfflineUserDataJobStatusEnum.OfflineUserDataJobStatus
True,False,True,True,"This is the fraction of all transactions that are identifiable (for example, associated with any form of customer information). Required. The fraction needs to be between 0 and 1 (excluding 0).",ATTRIBUTE,DOUBLE,offline_user_data_job.store_sales_metadata.loyalty_fraction,N/A
True,False,True,True,"Time the advertiser uploaded the data to the partner. Required. The format is ""YYYY-MM-DD HH:MM:SS"". Examples: ""2018-03-05 09:15:00"" or ""2018-02-01 14:34:30""",ATTRIBUTE,DATE,offline_user_data_job.store_sales_metadata.third_party_metadata.advertiser_upload_date_time,N/A
True,False,True,True,Version of partner IDs to be used for uploads. Required.,ATTRIBUTE,STRING,offline_user_data_job.store_sales_metadata.third_party_metadata.bridge_map_version_id,N/A
True,False,True,True,ID of the third party partner updating the transaction feed.,ATTRIBUTE,INT64,offline_user_data_job.store_sales_metadata.third_party_metadata.partner_id,N/A
True,False,True,True,The fraction of valid transactions that are matched to a third party assigned user ID on the partner side. Required. The fraction needs to be between 0 and 1 (excluding 0).,ATTRIBUTE,DOUBLE,offline_user_data_job.store_sales_metadata.third_party_metadata.partner_match_fraction,N/A
True,False,True,True,The fraction of valid transactions that are uploaded by the partner to Google. Required. The fraction needs to be between 0 and 1 (excluding 0).,ATTRIBUTE,DOUBLE,offline_user_data_job.store_sales_metadata.third_party_metadata.partner_upload_fraction,N/A
True,False,True,True,The fraction of transactions that are valid. Invalid transactions may include invalid formats or values. Required. The fraction needs to be between 0 and 1 (excluding 0).,ATTRIBUTE,DOUBLE,offline_user_data_job.store_sales_metadata.third_party_metadata.valid_transaction_fraction,N/A
True,False,True,True,"This is the ratio of sales being uploaded compared to the overall sales that can be associated with a customer. Required. The fraction needs to be between 0 and 1 (excluding 0). For example, if you upload half the sales that you are able to associate with a customer, this would be 0.5.",ATTRIBUTE,DOUBLE,offline_user_data_job.store_sales_metadata.transaction_upload_fraction,N/A
True,False,True,True,Immutable. Type of the job.,ATTRIBUTE,ENUM,offline_user_data_job.type,google.ads.googleads.v15.enums.OfflineUserDataJobTypeEnum.OfflineUserDataJobType
True,False,True,True,Output only. The ID of the product category. This ID is equivalent to the google_product_category ID as described in this article: https://support.google.com/merchants/answer/6324436.,ATTRIBUTE,INT64,product_category_constant.category_id,N/A
True,False,True,True,Output only. Level of the product category.,ATTRIBUTE,ENUM,product_category_constant.level,google.ads.googleads.v15.enums.ProductCategoryLevelEnum.ProductCategoryLevel
False,True,True,False,Output only. List of all available localizations of the product category.,ATTRIBUTE,MESSAGE,product_category_constant.localizations,google.ads.googleads.v15.resources.ProductCategoryConstant.ProductCategoryLocalization
True,False,True,False,Output only. Resource name of the parent product category.,ATTRIBUTE,RESOURCE_NAME,product_category_constant.product_category_constant_parent,N/A
True,False,True,False,Output only. The resource name of the product category. Product category resource names have the form: productCategoryConstants/{level}~{category_id},ATTRIBUTE,RESOURCE_NAME,product_category_constant.resource_name,N/A
True,False,True,True,Output only. State of the product category.,ATTRIBUTE,ENUM,product_category_constant.state,google.ads.googleads.v15.enums.ProductCategoryStateEnum.ProductCategoryState
True,False,True,True,Output only. The ID of the mobile device constant.,ATTRIBUTE,INT64,mobile_device_constant.id,N/A
True,False,True,True,Output only. The manufacturer of the mobile device.,ATTRIBUTE,STRING,mobile_device_constant.manufacturer_name,N/A
True,False,True,True,Output only. The name of the mobile device.,ATTRIBUTE,STRING,mobile_device_constant.name,N/A
True,False,True,True,Output only. The operating system of the mobile device.,ATTRIBUTE,STRING,mobile_device_constant.operating_system_name,N/A
True,False,True,False,Output only. The resource name of the mobile device constant. Mobile device constant resource names have the form: mobileDeviceConstants/{criterion_id},ATTRIBUTE,RESOURCE_NAME,mobile_device_constant.resource_name,N/A
True,False,True,True,Output only. The type of mobile device.,ATTRIBUTE,ENUM,mobile_device_constant.type,google.ads.googleads.v15.enums.MobileDeviceTypeEnum.MobileDeviceType
True,False,True,True,Output only. The type of the verification artifact.,ATTRIBUTE,ENUM,local_services_verification_artifact.artifact_type,google.ads.googleads.v15.enums.LocalServicesVerificationArtifactTypeEnum.LocalServicesVerificationArtifactType
True,False,True,True,Output only. URL to access background case.,ATTRIBUTE,STRING,local_services_verification_artifact.background_check_verification_artifact.case_url,N/A
True,False,True,True,"Output only. The timestamp when this background check case result was adjudicated. The format is ""YYYY-MM-DD HH:MM:SS"" in the Google Ads account's timezone. Examples: ""2018-03-05 09:15:00"" or ""2018-02-01 14:34:30""",ATTRIBUTE,DATE,local_services_verification_artifact.background_check_verification_artifact.final_adjudication_date_time,N/A
True,False,True,True,"Output only. The timestamp when this verification artifact was created. The format is ""YYYY-MM-DD HH:MM:SS"" in the Google Ads account's timezone. Examples: ""2018-03-05 09:15:00"" or ""2018-02-01 14:34:30""",ATTRIBUTE,DATE,local_services_verification_artifact.creation_date_time,N/A
True,False,True,True,Output only. The ID of the verification artifact.,ATTRIBUTE,INT64,local_services_verification_artifact.id,N/A
True,False,True,True,"Output only. Insurance amount. This is measured in ""micros"" of the currency mentioned in the insurance document.",ATTRIBUTE,INT64,local_services_verification_artifact.insurance_verification_artifact.amount_micros,N/A
True,False,True,True,URL to access an already uploaded Local Services document.,ATTRIBUTE,STRING,local_services_verification_artifact.insurance_verification_artifact.insurance_document_readonly.document_url,N/A
True,False,True,True,Output only. Insurance document's rejection reason.,ATTRIBUTE,ENUM,local_services_verification_artifact.insurance_verification_artifact.rejection_reason,google.ads.googleads.v15.enums.LocalServicesInsuranceRejectionReasonEnum.LocalServicesInsuranceRejectionReason
True,False,True,True,URL to access an already uploaded Local Services document.,ATTRIBUTE,STRING,local_services_verification_artifact.license_verification_artifact.license_document_readonly.document_url,N/A
True,False,True,True,Output only. License number.,ATTRIBUTE,STRING,local_services_verification_artifact.license_verification_artifact.license_number,N/A
True,False,True,True,Output only. License type / name.,ATTRIBUTE,STRING,local_services_verification_artifact.license_verification_artifact.license_type,N/A
True,False,True,True,Output only. First name of the licensee.,ATTRIBUTE,STRING,local_services_verification_artifact.license_verification_artifact.licensee_first_name,N/A
True,False,True,True,Output only. Last name of the licensee.,ATTRIBUTE,STRING,local_services_verification_artifact.license_verification_artifact.licensee_last_name,N/A
True,False,True,True,Output only. License rejection reason.,ATTRIBUTE,ENUM,local_services_verification_artifact.license_verification_artifact.rejection_reason,google.ads.googleads.v15.enums.LocalServicesLicenseRejectionReasonEnum.LocalServicesLicenseRejectionReason
True,False,True,False,Immutable. The resource name of the Local Services Verification. Local Services Verification resource names have the form: customers/{customer_id}/localServicesVerificationArtifacts/{verification_artifact_id},ATTRIBUTE,RESOURCE_NAME,local_services_verification_artifact.resource_name,N/A
True,False,True,True,Output only. The status of the verification artifact.,ATTRIBUTE,ENUM,local_services_verification_artifact.status,google.ads.googleads.v15.enums.LocalServicesVerificationArtifactStatusEnum.LocalServicesVerificationArtifactStatus
